Name,Level,Price,Rarity,Traits,Category,Subcategory,Bulk
Earthglide Cloak,15,6500 gp,Common,Earth Invested Magical Transmutation,Worn Items,Other Worn Items,—
Flaming (Greater),15,6500 gp,Common,Conjuration Fire Magical,Runes,Weapon Property Runes,—
Frost (Greater),15,6500 gp,Common,Cold Conjuration Magical,Runes,Weapon Property Runes,—
Magic Wand (7th-Level Spell),15,6500 gp,Common,Magical Wand,Wands,Magic Wands,L
Plate Armor of the Deep,15,6500 gp,Uncommon,Abjuration Invested Magical,Armor,Specific Magic Armor,4
Robe of the Archmagi,15,6500 gp,Uncommon,Abjuration Arcane Invested,Worn Items,Other Worn Items,1
Shock (Greater),15,6500 gp,Common,Electricity Evocation Magical,Runes,Weapon Property Runes,—
Thundering (Greater),15,6500 gp,Common,Evocation Magical Sonic,Runes,Weapon Property Runes,—
Wand of Continuation (6th-Level Spell),15,6500 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of Overflowing Life (6th-Level Spell),15,6500 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Crystal Ball (Selenite),15,7000 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Ancestral Echoing,15,9500 gp,Rare,Dwarf Evocation Magical Saggorak,Runes,Weapon Property Runes,—
Nightmare Vapor,16,1400 gp,Common,Alchemical Consumable Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Oil of Object Animation (Greater),16,1400 gp,Uncommon,Consumable Magical Oil Transmutation,Consumables,Oils,—
Salamander Elixir (Greater),16,1400 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Weeping Midnight,16,1400 gp,Uncommon,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Winter Wolf Elixir (Greater),16,1400 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Cerulean Scourge,16,1450 gp,Common,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Brimstone Fumes,16,1500 gp,Common,Alchemical Consumable Evil Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Dust of Corpse Animation (Greater),16,1500 gp,Uncommon,Consumable Magical Necromancy,Consumables,Other Consumables,—
Frenzy Oil,16,1500 gp,Uncommon,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Hail of Arrows Snare,16,1500 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Omnidirectional Spear Snare,16,1500 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Truesight Potion,16,1500 gp,Common,Consumable Divination Magical Potion,Consumables,Potions,L
Flame Navette,16,1800 gp,Common,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Ghost Dust,16,1800 gp,Common,Consumable Illusion Occult Talisman,Consumables,Talismans,—
Candle of Invocation,16,2000 gp,Uncommon,Conjuration Consumable Divine,Consumables,Other Consumables,—
Eagle Eye Elixir (Major),16,2000 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Adamantine Object (High-Grade),16,6000 gp,Uncommon,Precious,Materials,—,—
Darkwood Object (High-Grade),16,6000 gp,Uncommon,Precious,Materials,—,—
Dragonhide Object (High-Grade),16,6000 gp,Uncommon,Precious,Materials,—,—
Mithral Object (High-Grade),16,6000 gp,Uncommon,Precious,Materials,—,—
Crystal Ball (Moonstone),16,7500 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Adamantine Buckler (High-Grade),16,8000 gp,Uncommon,—,Shields,Precious Material Shields,L
Darkwood Buckler (High-Grade),16,8000 gp,Uncommon,—,Shields,Precious Material Shields,L
Dragonhide Buckler (High-Grade),16,8000 gp,Uncommon,—,Shields,Precious Material Shields,L
Mithral Buckler (High-Grade),16,8000 gp,Uncommon,—,Shields,Precious Material Shields,L
Nethysian Bulwark,16,8000 gp,Uncommon,Abjuration Evocation Magical,Shields,Specific Shields,1
Adamantine Shield (High-Grade),16,8800 gp,Uncommon,—,Shields,Precious Material Shields,1
Darkwood Shield (High-Grade),16,8800 gp,Uncommon,—,Shields,Precious Material Shields,1
Dragonhide Shield (High-Grade),16,8800 gp,Uncommon,—,Shields,Precious Material Shields,1
Mithral Shield (High-Grade),16,8800 gp,Uncommon,—,Shields,Precious Material Shields,L
Weapon Potency (+3),16,8935 gp,Common,Evocation Magical,Runes,Fundamental Weapon Runes,—
Cold Iron Weapon (High-Grade),16,9000 gp,Common,—,Weapons,Precious Material Weapons,—
Floating Shield (Greater),16,9000 gp,Uncommon,Magical,Shields,Specific Shields,L
Medusa's Scream (Greater),16,9000 gp,Common,Magical Transmutation,Shields,Specific Shields,1
Silver Weapon (High-Grade),16,9000 gp,Common,—,Weapons,Precious Material Weapons,—
Slick (Major),16,9000 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Staff of Healing (True),16,9200 gp,Common,Magical Necromancy Staff,Staves,—,1
Instant Fortress,16,9300 gp,Uncommon,Conjuration Magical Structure,Structures,—,L
Staff of the Black Desert (Greater),16,9500 gp,Uncommon,Divination Magical Staff,Staves,—,1
Aeon Stone (Orange Prism),16,9750 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Dragonplate,16,10000 gp,Uncommon,Evocation Invested Magical,Armor,Specific Magic Armor,4
Frost Brand,16,10000 gp,Common,Cold Evocation Magical,Weapons,Specific Magic Weapons,2
Guiding Chisel,16,10000 gp,Unique,Conjuration Elf Magical,Held Items,—,1
Handwraps of Mighty Blows (+3 Greater Striking),16,10000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Magic Weapon (+3 Greater Striking),16,10000 gp,Common,Evocation Magical,Weapons,Basic Magic Weapons,—
Mountain to the Sky,16,10000 gp,Unique,Conjuration Magical Structure,Structures,—,—
Speed,16,10000 gp,Rare,Magical Transmutation,Runes,Weapon Property Runes,—
Staff of Impossible Visions (Major),16,10000 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Staff of Power,16,10000 gp,Rare,Evocation Magical Staff,Staves,—,1
Sturdy Shield (Major),16,10000 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Wand of Slaying (7th-Level Spell),16,10000 gp,Common,Illusion Magical Wand,Wands,Specialty Wands,L
Wand of Smoldering Fireballs (7th-Level Spell),16,10000 gp,Common,Evocation Fire Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (7th-Level Spell),16,10000 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (7th-Level Spell),16,10000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Darkwood Tower Shield (High-Grade),16,11200 gp,Uncommon,—,Shields,Precious Material Shields,3
Hemlock,17,2250 gp,Common,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Dispelling Sliver,17,2400 gp,Common,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Acid Flask (Major),17,2500 gp,Common,Acid Alchemical Bomb Consumable Splash,Alchemical Items,Alchemical Bombs,L
Alchemist's Fire (Major),17,2500 gp,Common,Alchemical Bomb Consumable Fire Splash,Alchemical Items,Alchemical Bombs,L
Blight Bomb (Major),17,2500 gp,Common,Alchemical Bomb Consumable Poison Splash,Alchemical Items,Alchemical Bombs,L
Bottled Lightning (Major),17,2500 gp,Common,Alchemical Bomb Consumable Electricity Splash,Alchemical Items,Alchemical Bombs,L
Frost Vial (Major),17,2500 gp,Common,Alchemical Bomb Cold Consumable Splash,Alchemical Items,Alchemical Bombs,L
Ghost Charge (Major),17,2500 gp,Common,Alchemical Bomb Consumable Positive Splash,Alchemical Items,Alchemical Bombs,L
Green Gut,17,2500 gp,Uncommon,Alchemical Consumable Poison,Alchemical Items,Alchemical Tools,L
Peshpine Grenade (Major),17,2500 gp,Uncommon,Alchemical Bomb Consumable Splash,Alchemical Items,Alchemical Bombs,L
Sixfingers Elixir (Greater),17,2500 gp,Uncommon,Alchemical Consumable Elixir Polymorph,Alchemical Items,Alchemical Elixirs,L
Tanglefoot Bag (Major),17,2500 gp,Common,Alchemical Bomb Consumable,Alchemical Items,Alchemical Bombs,L
Thunderstone (Major),17,2500 gp,Common,Alchemical Bomb Consumable Sonic Splash,Alchemical Items,Alchemical Bombs,L
9th-Level Scroll,17,3000 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Bestial Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Celestial Peach (Rejuventation),17,3000 gp,Rare,Consumable Divine Healing Magical Necromancy Positive,Consumables,Other Consumables,L
Cognitive Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Dragon's Breath Potion (Wyrm),17,3000 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Drakeheart Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Dread Ampoule (Major),17,3000 gp,Common,Alchemical Bomb Consumable Emotion Fear Mental Poison Splash,Alchemical Items,Alchemical Bombs,L
Energy Mutagen (Major),17,3000 gp,Uncommon,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Juggernaut Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Quicksilver Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Serene Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Silvertongue Mutagen (Major),17,3000 gp,Common,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Spellstrike Ammunition (Type VIII),17,3000 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Lock (Superior),17,4500 gp,Common,—,Adventuring Gear,—,—
Manacles (Superior),17,5000 gp,Common,—,Adventuring Gear,—,—
Handcuffs (Superior),17,6000 gp,Uncommon,—,Adventuring Gear,—,L
High-Grade Sovereign Steel Object,17,8000 gp,Rare,Precious,Materials,—,L
Necklace of Fireballs VII,17,9600 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Orichalcum Object (High-Grade),17,10000 gp,Rare,Precious,Materials,—,—
Orichalcum Buckler (High-Grade),17,12000 gp,Rare,—,Shields,Precious Material Shields,L
Crystal Ball (Peridot),17,12500 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Impenetrable Scale,17,12800 gp,Uncommon,Abjuration Invested Magical,Armor,Specific Magic Armor,3
Armbands of Athleticism (Greater),17,13000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Cloak of the Bat (Greater),17,13000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Phylactery of Faithfulness (Greater),17,13000 gp,Common,Divination Divine Invested,Worn Items,Other Worn Items,L
Robe of Eyes,17,13000 gp,Uncommon,Divination Invested Magical,Worn Items,Other Worn Items,1
Orichalcum Shield (High-Grade),17,13200 gp,Rare,—,Shields,Precious Material Shields,1
Adamantine Weapon (High-Grade),17,13500 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Darkwood Weapon (High-Grade),17,13500 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Ethereal,17,13500 gp,Uncommon,Conjuration Magical,Runes,Armor Property Runes,—
Insistent Door Knocker (Major),17,13500 gp,Common,Conjuration Magical,Held Items,—,1
Messenger's Ring (Greater),17,13500 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Mithral Weapon (High-Grade),17,13500 gp,Uncommon,—,Weapons,Precious Material Weapons,—
Flame Tongue (Greater),17,13800 gp,Common,Evocation Fire Magical,Weapons,Specific Magic Weapons,1
Daredevil Boots (Greater),17,14000 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Jerkin of Liberation,17,14000 gp,Uncommon,Abjuration Invested Magical,Armor,Specific Magic Armor,1
Shadow (Major),17,14000 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Voyager's Pack,17,14800 gp,Uncommon,Conjuration Invested Magical,Worn Items,Other Worn Items,—
Alchemist Goggles (Major),17,15000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Anklets of Alacrity,17,15000 gp,Common,Apex Invested Magical Transmutation,Worn Items,Apex Items,—
Belt of Giant Strength,17,15000 gp,Common,Apex Invested,Worn Items,Apex Items,L
Belt of Regeneration,17,15000 gp,Common,Apex Magical Transmutation,Worn Items,Apex Items,L
Circlet of Persuasion,17,15000 gp,Common,Apex Enchantment Invested Magical,Worn Items,Apex Items,—
Diadem of Intellect,17,15000 gp,Common,Apex Divination Invested Magical,Worn Items,Apex Items,L
Dread Blindfold,17,15000 gp,Common,Emotion Enchantment Fear Invested Magical Mental,Worn Items,Other Worn Items,—
Headband of Inspired Wisdom,17,15000 gp,Common,Abjuration Apex Invested Magical,Worn Items,Apex Items,—
Luck Blade,17,15000 gp,Rare,Divination Fortune Magical,Weapons,Specific Magic Weapons,L
Magic Wand (8th-Level Spell),17,15000 gp,Common,Magical Wand,Wands,Magic Wands,L
Vorpal,17,15000 gp,Rare,Evocation Magical,Runes,Weapon Property Runes,—
Wand of Continuation (7th-Level Spell),17,15000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of Manifold Missiles (7th-Level Spell),17,15000 gp,Common,Evocation Force Magical Wand,Wands,Specialty Wands,L
Wand of Overflowing Life (7th-Level Spell),17,15000 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Cloak of Repute (Major),17,21750 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,1
Unmemorable Mantle (Major),17,21750 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,1
Genius Diadem,18,—,Rare,Apex Arcane Divination Intelligent,Intelligent Items,—,L
Focus Cathartic (Major),18,3250 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Sinew-Shock Serum (Major),18,3250 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Universal Solvent (Major),18,3250 gp,Common,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Crystal Shards (Major),18,4000 gp,Common,Alchemical Bomb Consumable Earth Splash,Alchemical Items,Alchemical Bombs,L
King's Sleep,18,4000 gp,Common,Alchemical Consumable Ingested Poison Virulent,Alchemical Items,Alchemical Poisons,L
Ring of Maniacal Devices (Greater),18,4250 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Potion of Undetectability,18,4400 gp,Common,Consumable Illusion Magical Potion,Consumables,Potions,L
Crimson Worm Repellent,18,4500 gp,Uncommon,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Applereed Mutagen (Greater),18,5000 gp,Rare,Alchemical Consumable Elixir Mutagen Polymorph,Alchemical Items,Alchemical Elixirs,L
Healing Potion (Major),18,5000 gp,Common,Consumable Healing Magical Necromancy Potion,Consumables,Potions,L
Oil of Unlife (Major),18,5000 gp,Common,Consumable Magical Necromancy Negative Oil,Consumables,Oils,L
Potion of Retaliation (Major),18,5000 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Sun Orchid Poultice,18,5000 gp,Rare,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Vaccine (Major),18,5000 gp,Rare,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Reflecting Shield,18,18000 gp,Uncommon,Abjuration Magical,Shields,Specific Shields,L
Inexplicable Apparatus,18,19000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,2
Maestro's Instrument (Greater),18,19000 gp,Common,Enchantment Magical,Held Items,—,1
Marvelous Medicines (Greater),18,19000 gp,Common,Magical Necromancy,Held Items,—,1
Thurible of Revelation (Greater),18,19000 gp,Common,Divination Divine,Held Items,—,1
Cold Iron Armor (High-Grade),18,20000 gp,Common,—,Armor,Precious Material Armor,—
Goggles of Night (Major),18,20000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Silver Armor (High-Grade),18,20000 gp,Common,—,Armor,Precious Material Armor,—
Armor Potency (+3),18,20560 gp,Common,Abjuration Magical,Runes,Fundamental Armor Runes,—
Storm Flash (Greater),18,21000 gp,Common,Electricity Evocation Magical,Weapons,Specific Magic Weapons,1
Breastplate of Command (Greater),18,22000 gp,Common,Enchantment Invested Magical,Armor,Specific Magic Armor,2
Possibility Tome,18,22000 gp,Common,Divination Magical,Held Items,—,2
Orichalcum Weapon (High-Grade),18,22500 gp,Rare,—,Weapons,Precious Material Weapons,—
Life's Last Breath,18,23500 gp,Unique,Evil Magical Necromancy,Weapons,Specific Magic Weapons,2
Fortification (Greater),18,24000 gp,Common,Abjuration Magical,Runes,Armor Property Runes,—
Indestructible Shield,18,24000 gp,Rare,Abjuration Magical,Shields,Specific Shields,1
Magic Armor (+3 Greater Resilient),18,24000 gp,Common,Abjuration Invested Magical,Armor,Basic Magic Armor,—
Staff of Nature's Vengeance (Major),18,24000 gp,Common,Evocation Magical Staff,Staves,—,1
Torag's Silver Anvil,18,24000 gp,Uncommon,Divine Magical Transmutation,Weapons,Specific Magic Weapons,2
Wand of Crackling Lightning (8th-Level Spell),18,24000 gp,Common,Electricity Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Noisome Acid (8th-Level Spell),18,24000 gp,Uncommon,Acid Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Slaying (8th-Level Spell),18,24000 gp,Common,Illusion Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (8th-Level Spell),18,24000 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of the Snowfields (7th-Level Spell),18,24000 gp,Common,Cold Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Widening (8th-Level Spell),18,24000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Elixir of Life (True),19,3000 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Ambrosia of Undying Hope,19,6200 gp,Rare,Alchemical Consumable Elixir Necromancy,Alchemical Items,Alchemical Elixirs,L
Black Lotus Extract,19,6500 gp,Common,Alchemical Consumable Contact Poison Virulent,Alchemical Items,Alchemical Poisons,L
Oblivion Essence,19,6500 gp,Uncommon,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
10th-Level Scroll,19,8000 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Panacea Fruit,19,8000 gp,Rare,Consumable Healing Necromancy Primal,Consumables,Other Consumables,L
Spellstrike Ammunition (Type IX),19,8000 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Aeon Stone (Lavender and Green Ellipsoid),19,30000 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Luck Blade (Wishing),19,30000 gp,Rare,Divination Fortune Magical,Weapons,Specific Magic Weapons,L
Striking (Major),19,31065 gp,Common,Evocation Magical,Runes,Fundamental Weapon Runes,—
Adamantine Armor (High-Grade),19,32000 gp,Uncommon,—,Armor,Precious Material Armor,—
Crystal Ball (Obsidian),19,32000 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Darkwood Armor (High-Grade),19,32000 gp,Uncommon,—,Armor,Precious Material Armor,—
Dragonhide Armor (High-Grade),19,32000 gp,Uncommon,—,Armor,Precious Material Armor,—
High-Grade Sovereign Steel Weapon,19,32000 gp,Rare,—,Weapons,Precious Material Weapons,L
Mithral Armor (High-Grade),19,32000 gp,Uncommon,—,Armor,Precious Material Armor,—
Robe of the Archmagi (Greater),19,32000 gp,Uncommon,Abjuration Arcane Invested,Worn Items,Other Worn Items,1
Mask of the Banshee (Greater),19,35000 gp,Common,Auditory Invested Magical Necromancy Negative,Worn Items,Other Worn Items,—
Winged (Greater),19,35000 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Locket of Sealed Nightmares,19,36000 gp,Rare,Illusion Invested Magical,Worn Items,Other Worn Items,—
Mattock of the Titans,19,36000 gp,Uncommon,Evocation Magical,Weapons,Specific Magic Weapons,16
Berserker's Cloak (Greater),19,40000 gp,Common,Invested Primal Transmutation,Worn Items,Other Worn Items,1
Handwraps of Mighty Blows (+3 Major Striking),19,40000 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Magic Wand (9th-Level Spell),19,40000 gp,Common,Magical Wand,Wands,Magic Wands,L
Magic Weapon (+3 Major Striking),19,40000 gp,Common,Evocation Magical,Weapons,Basic Magic Weapons,—
Sturdy Shield (Supreme),19,40000 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Third Eye,19,40000 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Wand of Continuation (8th-Level Spell),19,40000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of Overflowing Life (8th-Level Spell),19,40000 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Elixir of Rejuvenation,20,—,Uncommon,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Philosopher's Stone,20,—,Uncommon,Alchemical Consumable,Alchemical Items,Alchemical Tools,2
Piereta,20,—,Unique,Divine Evocation Intelligent,Intelligent Items,—,1
Sun Orchid Elixir,20,—,Rare,Alchemical Consumable Elixir Necromancy,Alchemical Items,Alchemical Elixirs,L
Unending Youth,20,—,Rare,Conjuration Contract Invested Magical,Other,Infernal Contracts,—
Flying Blade Wheel Snare,20,10000 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Instant Evisceration Snare,20,10000 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Tears of Death,20,12000 gp,Common,Alchemical Consumable Contact Poison Virulent,Alchemical Items,Alchemical Poisons,L
Celestial Hair,20,12500 gp,Rare,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Antimagic Oil,20,13000 gp,Rare,Abjuration Consumable Magical,Consumables,Oils,L
Nightmare Salt,20,14000 gp,Rare,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Resilient (Major),20,49440 gp,Common,Abjuration Magical,Runes,Fundamental Armor Runes,—
High-Grade Sovereign Steel Armor,20,50000 gp,Rare,—,Armor,Precious Material Armor,L
Elven Chain (High-Grade),20,52000 gp,Uncommon,—,Armor,Precious Material Armor,—
Orichalcum Armor (High-Grade),20,55000 gp,Rare,—,Armor,Precious Material Armor,—
Bracers of Armor III,20,60000 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Planar Ribbon,20,60000 gp,Unique,Conjuration Occult,Held Items,—,L
Whisper of the First Lie,20,60000 gp,Rare,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Staff of Providence (True),20,64000 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Sieges,20,65000 gp,Uncommon,Evocation Magical Staff,Staves,—,1
Ring of Spell Turning,20,67000 gp,Rare,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Magic Armor (+3 Major Resilient),20,70000 gp,Common,Abjuration Invested Magical,Armor,Basic Magic Armor,—
Shield of the Unified Legion,20,70000 gp,Uncommon,Evocation Magical,Shields,Specific Shields,L
Sky Hammer,20,70000 gp,Rare,Evocation Magical,Weapons,Specific Magic Weapons,1
Staff of Impossible Visions (True),20,70000 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Wand of Slaying (9th-Level Spell),20,70000 gp,Common,Illusion Magical Wand,Wands,Specialty Wands,L
Wand of Smoldering Fireballs (9th-Level Spell),20,70000 gp,Common,Evocation Fire Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (9th-Level Spell),20,70000 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (9th-Level Spell),20,70000 gp,Common,Magical Wand,Wands,Specialty Wands,L
Celestial Peach (Life),20,73000 gp,Rare,Consumable Divine Healing Magical Necromancy Positive,Consumables,Other Consumables,L
Rod of Cancellation,20,75000 gp,Rare,Abjuration Magical,Held Items,—,1
Staff of the Magi,20,90000 gp,Rare,Evocation Magical Staff,Staves,—,1
